actual_depth,max_depth,max_features,min_samples_leaf,min_samples_split,random_state
4,5,0.789,7,19,1
6,8,0.42,3,13,1
4,11,0.758,8,4,1
7,11,0.71,1,8,1
8,8,0.987,1,4,1
4,10,0.419,2,16,1
4,4,0.625,2,11,1
4,5,0.813,6,9,1
7,9,0.874,1,10,1
9,11,0.57,1,6,1
5,5,0.71,3,8,1
4,7,0.71,4,18,1
3,3,0.609,7,13,1
6,6,0.567,1,5,1
7,7,0.656,3,17,1
6,11,0.81,4,3,1
7,8,0.774,3,3,1
6,6,0.54,1,2,1
4,4,0.94,1,7,1
4,11,0.159,2,17,1
5,5,0.6,4,5,1
5,11,0.621,5,10,1
3,3,0.852,3,10,1
5,10,0.91,5,5,1
2,2,0.56,5,10,1
6,6,0.929,2,6,1
3,3,0.564,5,7,1
3,11,0.207,11,3,1
5,12,0.29,3,6,1
5,5,0.39,4,4,1
3,3,1.0,6,20,1
7,10,0.65,2,9,1
1,1,0.86,5,13,1
1,1,0.467,2,4,1
7,7,0.573,1,2,1
4,4,0.56,5,6,1
2,6,0.43,9,16,1
8,12,0.94,2,2,1
5,7,0.731,5,2,1
7,8,0.87,3,3,1
3,11,0.5,4,13,1
4,4,0.924,5,2,1
5,12,1.0,2,16,1
3,3,0.77,6,4,1
3,11,0.95,10,2,1
6,6,0.58,3,7,1
3,3,0.95,4,4,1
5,10,0.66,3,17,1
6,11,0.53,4,6,1
4,9,0.62,6,7,1
3,4,0.592,6,17,1
8,8,0.97,1,2,1
6,6,0.89,1,5,1
7,7,0.51,2,6,1
4,9,0.421,1,18,1
6,8,0.65,4,10,1
3,3,0.58,4,4,1
6,6,0.165,1,3,1
5,8,0.593,5,6,1
5,7,0.73,3,16,1
8,11,0.555,1,6,1
3,3,0.97,7,12,1
6,8,0.55,4,6,1
8,10,0.844,2,7,1
4,5,0.723,8,14,1
9,10,0.8,1,4,1
6,6,0.76,1,8,1
6,6,0.73,1,2,1
5,5,0.303,1,8,1
3,3,0.22,6,10,1
5,5,0.929,2,3,1
4,4,0.638,5,5,1
3,6,0.946,11,2,1
7,7,0.76,1,2,1
4,9,0.597,8,5,1
7,7,0.897,1,5,1
5,8,0.45,1,12,1
4,10,0.332,6,11,1
6,6,0.62,4,10,1
10,10,0.98,1,2,1
4,5,0.911,8,13,1
3,8,0.259,7,13,1
5,8,0.981,2,14,1
5,5,0.813,3,7,1
5,9,0.25,1,8,1
6,7,0.82,2,10,1
4,4,0.815,4,2,1
4,10,0.347,5,7,1
7,10,0.963,3,4,1
9,12,0.91,1,6,1
3,6,0.93,9,15,1
4,6,0.86,8,2,1
5,5,0.97,1,11,1
4,9,0.753,7,13,1
5,5,0.69,3,7,1
3,3,0.48,8,18,1
6,6,0.65,1,8,1
2,2,0.531,6,18,1
3,3,0.86,5,6,1
9,10,0.72,1,6,1
5,6,0.57,2,13,1
5,5,0.72,1,2,1
5,5,0.537,5,14,1
6,9,0.64,4,16,1
5,5,0.83,4,5,1
7,7,0.76,1,3,1
1,1,0.489,11,20,1
5,9,0.58,5,8,1
5,6,0.979,5,13,1
9,9,0.653,1,4,1
4,7,0.757,4,17,1
7,7,0.354,1,4,1
5,6,0.523,6,11,1
4,4,0.625,7,14,1
